first_name,last_name,gender,matriculation_year,matriculation_number,student_id,college,class_of,level,level_for_sorting
Joshua,Simmons,M,2020,2101,2020-2101,STB,2024,Freshman,0
Peter,Collins,M,2020,2102,2020-2102,STB,2024,Freshman,0
Tyler,Johnson,M,2020,2103,2020-2103,STB,2024,Freshman,0
Jeffrey,May,M,2020,2104,2020-2104,STL,2024,Freshman,0
Anthony,Martinez,M,2020,2105,2020-2105,STM,2024,Freshman,0
Matthew,Rodriguez,M,2020,2106,2020-2106,STL,2024,Freshman,0
Larry,Sawyer,M,2020,2107,2020-2107,STB,2024,Freshman,0
Bryan,Carter,M,2020,2108,2020-2108,STB,2024,Freshman,0
Joshua,Hall,M,2020,2109,2020-2109,STM,2024,Freshman,0
Thomas,Schmidt,M,2020,2110,2020-2110,STC,2024,Freshman,0
Nathaniel,Brown,M,2020,2111,2020-2111,STM,2024,Freshman,0
Matthew,Bell,M,2020,2112,2020-2112,STM,2024,Freshman,0
Randy,Brooks,M,2020,2113,2020-2113,STB,2024,Freshman,0
Paul,Vargas,M,2020,2114,2020-2114,STB,2024,Freshman,0
Devon,Odonnell,M,2020,2115,2020-2115,STC,2024,Freshman,0
Matthew,Manning,M,2020,2116,2020-2116,STB,2024,Freshman,0
Eugene,Gomez,M,2020,2117,2020-2117,STC,2024,Freshman,0
Cameron,Jones,M,2020,2118,2020-2118,STM,2024,Freshman,0
Gary,Moore,M,2020,2119,2020-2119,STM,2024,Freshman,0
William,Smith,M,2020,2120,2020-2120,STM,2024,Freshman,0
John,Brown,M,2020,2121,2020-2121,STB,2024,Freshman,0
Mark,Brown,M,2020,2122,2020-2122,STC,2024,Freshman,0
Andrew,Rivera,M,2020,2123,2020-2123,STL,2024,Freshman,0
Ralph,Martin,M,2020,2124,2020-2124,STC,2024,Freshman,0
Antonio,Hicks,M,2020,2125,2020-2125,STC,2024,Freshman,0
Thomas,Jones,M,2020,2126,2020-2126,STC,2024,Freshman,0
Bryan,Joseph,M,2020,2127,2020-2127,STL,2024,Freshman,0
Jose,Simmons,M,2020,2128,2020-2128,STB,2024,Freshman,0
Aaron,Payne,M,2020,2129,2020-2129,STB,2024,Freshman,0
Juan,Callahan,M,2020,2130,2020-2130,STB,2024,Freshman,0
Bruce,Morton,M,2020,2131,2020-2131,STB,2024,Freshman,0
Brandon,Hughes,M,2020,2132,2020-2132,STB,2024,Freshman,0
Robert,Peterson,M,2020,2133,2020-2133,STM,2024,Freshman,0
Dylan,Klein,M,2020,2134,2020-2134,STC,2024,Freshman,0
Curtis,Murphy,M,2020,2135,2020-2135,STB,2024,Freshman,0
Tracy,Anderson,M,2020,2136,2020-2136,STB,2024,Freshman,0
Todd,Glenn,M,2020,2137,2020-2137,STM,2024,Freshman,0
Marvin,Rivera,M,2020,2138,2020-2138,STL,2024,Freshman,0
Jason,Wolf,M,2020,2139,2020-2139,STL,2024,Freshman,0
James,Roberts,M,2020,2140,2020-2140,STC,2024,Freshman,0
Jonathan,Bowers,M,2020,2141,2020-2141,STC,2024,Freshman,0
Stephen,Nunez,M,2020,2142,2020-2142,STL,2024,Freshman,0
David,Melendez,M,2020,2143,2020-2143,STM,2024,Freshman,0
Jeremy,Erickson,M,2020,2144,2020-2144,STL,2024,Freshman,0
David,Mcdowell,M,2020,2145,2020-2145,STM,2024,Freshman,0
Mark,Leblanc,M,2020,2146,2020-2146,STC,2024,Freshman,0
Philip,Wood,M,2020,2147,2020-2147,STM,2024,Freshman,0
Paul,Haney,M,2020,2148,2020-2148,STM,2024,Freshman,0
Kevin,Wise,M,2020,2149,2020-2149,STC,2024,Freshman,0
Dylan,Garcia,M,2020,2150,2020-2150,STB,2024,Freshman,0
Allen,Bowen,M,2020,2151,2020-2151,STM,2024,Freshman,0
Brandon,Martin,M,2020,2152,2020-2152,STC,2024,Freshman,0
Craig,Brown,M,2020,2153,2020-2153,STL,2024,Freshman,0
Matthew,Marsh,M,2020,2154,2020-2154,STM,2024,Freshman,0
Alexander,Robinson,M,2020,2155,2020-2155,STB,2024,Freshman,0
Jacob,Knox,M,2020,2156,2020-2156,STM,2024,Freshman,0
Justin,Olson,M,2020,2157,2020-2157,STL,2024,Freshman,0
Michael,Guerra,M,2020,2158,2020-2158,STB,2024,Freshman,0
Kenneth,Sherman,M,2020,2159,2020-2159,STM,2024,Freshman,0
Ernest,Atkinson,M,2020,2160,2020-2160,STB,2024,Freshman,0
Derek,Peterson,M,2020,2161,2020-2161,STB,2024,Freshman,0
Gregory,Johnson,M,2020,2162,2020-2162,STL,2024,Freshman,0
Christopher,Knight,M,2020,2163,2020-2163,STC,2024,Freshman,0
Benjamin,Woods,M,2020,2164,2020-2164,STM,2024,Freshman,0
Christopher,Diaz,M,2020,2165,2020-2165,STC,2024,Freshman,0
Ricky,Porter,M,2020,2166,2020-2166,STB,2024,Freshman,0
David,Jones,M,2020,2167,2020-2167,STC,2024,Freshman,0
Brian,Roberts,M,2020,2168,2020-2168,STB,2024,Freshman,0
Brandon,Berry,M,2020,2169,2020-2169,STB,2024,Freshman,0
David,Miller,M,2020,2170,2020-2170,STL,2024,Freshman,0
Thomas,Moyer,M,2020,2171,2020-2171,STB,2024,Freshman,0
Michael,Johnson,M,2020,2172,2020-2172,STC,2024,Freshman,0
Tony,Pruitt,M,2020,2173,2020-2173,STC,2024,Freshman,0
Alex,Ortiz,M,2020,2174,2020-2174,STM,2024,Freshman,0
Darrell,Lewis,M,2020,2175,2020-2175,STM,2024,Freshman,0
James,Baker,M,2020,2176,2020-2176,STC,2024,Freshman,0
Terry,Smith,M,2020,2177,2020-2177,STM,2024,Freshman,0
Anthony,Jones,M,2020,2178,2020-2178,STB,2024,Freshman,0
Samuel,Stewart,M,2020,2179,2020-2179,STC,2024,Freshman,0
David,Butler,M,2020,2180,2020-2180,STC,2024,Freshman,0
Joseph,Harris,M,2020,2181,2020-2181,STM,2024,Freshman,0
Alex,Smith,M,2020,2182,2020-2182,STM,2024,Freshman,0
Fernando,David,M,2020,2183,2020-2183,STC,2024,Freshman,0
Noah,Palmer,M,2020,2184,2020-2184,STC,2024,Freshman,0
Steven,Brown,M,2020,2185,2020-2185,STB,2024,Freshman,0
Jason,Owens,M,2020,2186,2020-2186,STM,2024,Freshman,0
Tristan,Atkinson,M,2020,2187,2020-2187,STL,2024,Freshman,0
Marcus,Wilson,M,2020,2188,2020-2188,STL,2024,Freshman,0
Richard,Simpson,M,2020,2189,2020-2189,STL,2024,Freshman,0
Patrick,Woodward,M,2020,2190,2020-2190,STC,2024,Freshman,0
Brian,Little,M,2020,2191,2020-2191,STL,2024,Freshman,0
Michael,Carr,M,2020,2192,2020-2192,STB,2024,Freshman,0
Alex,Lopez,M,2020,2193,2020-2193,STM,2024,Freshman,0
Willie,Aguilar,M,2020,2194,2020-2194,STB,2024,Freshman,0
Andrew,Woods,M,2020,2195,2020-2195,STM,2024,Freshman,0
Matthew,Torres,M,2020,2196,2020-2196,STM,2024,Freshman,0
Steven,Castillo,M,2020,2197,2020-2197,STL,2024,Freshman,0
Kenneth,Peterson,M,2020,2198,2020-2198,STC,2024,Freshman,0
Jacob,Oconnor,M,2020,2199,2020-2199,STL,2024,Freshman,0
Mark,Fox,M,2020,2200,2020-2200,STM,2024,Freshman,0
Justin,Johnson,M,2020,2201,2020-2201,STC,2024,Freshman,0
Tyler,Dominguez,M,2020,2202,2020-2202,STL,2024,Freshman,0
Steve,Holden,M,2020,2203,2020-2203,STB,2024,Freshman,0
Austin,Walker,M,2020,2204,2020-2204,STB,2024,Freshman,0
Matthew,Roberson,M,2020,2205,2020-2205,STL,2024,Freshman,0
Dean,Hernandez,M,2020,2206,2020-2206,STC,2024,Freshman,0
Keith,Vance,M,2020,2207,2020-2207,STC,2024,Freshman,0
Erik,Williams,M,2020,2208,2020-2208,STB,2024,Freshman,0
Brandon,Patton,M,2020,2209,2020-2209,STC,2024,Freshman,0
Jerry,Moore,M,2020,2210,2020-2210,STC,2024,Freshman,0
Kyle,Mills,M,2020,2211,2020-2211,STM,2024,Freshman,0
Richard,Daniels,M,2020,2212,2020-2212,STM,2024,Freshman,0
Dennis,Mcmahon,M,2020,2213,2020-2213,STB,2024,Freshman,0
Jesse,Cooper,M,2020,2214,2020-2214,STC,2024,Freshman,0
Robert,Poole,M,2020,2215,2020-2215,STL,2024,Freshman,0
William,Barker,M,2020,2216,2020-2216,STB,2024,Freshman,0
Aaron,Evans,M,2020,2217,2020-2217,STL,2024,Freshman,0
Brian,Torres,M,2020,2218,2020-2218,STB,2024,Freshman,0
Sean,Thompson,M,2020,2219,2020-2219,STB,2024,Freshman,0
Kenneth,Mccullough,M,2020,2220,2020-2220,STM,2024,Freshman,0
Alexander,Carroll,M,2020,2221,2020-2221,STC,2024,Freshman,0
Charles,Gomez,M,2020,2222,2020-2222,STB,2024,Freshman,0
Ryan,Villarreal,M,2020,2223,2020-2223,STC,2024,Freshman,0
Scott,Wright,M,2020,2224,2020-2224,STB,2024,Freshman,0
Nathan,Sanders,M,2020,2225,2020-2225,STL,2024,Freshman,0
Robert,Lee,M,2020,2226,2020-2226,STC,2024,Freshman,0
Zachary,Bentley,M,2020,2227,2020-2227,STB,2024,Freshman,0
Brandon,Wagner,M,2020,2228,2020-2228,STM,2024,Freshman,0
Sean,Mccarty,M,2020,2229,2020-2229,STM,2024,Freshman,0
Ryan,Eaton,M,2020,2230,2020-2230,STB,2024,Freshman,0
Christopher,Edwards,M,2020,2231,2020-2231,STM,2024,Freshman,0
Shane,Murphy,M,2020,2232,2020-2232,STC,2024,Freshman,0
Gregory,Wells,M,2020,2233,2020-2233,STC,2024,Freshman,0
Jesse,Nolan,M,2020,2234,2020-2234,STC,2024,Freshman,0
William,Nguyen,M,2020,2235,2020-2235,STB,2024,Freshman,0
Eric,Adams,M,2020,2236,2020-2236,STB,2024,Freshman,0
Zachary,Mccarthy,M,2020,2237,2020-2237,STB,2024,Freshman,0
Christopher,Ho,M,2020,2238,2020-2238,STC,2024,Freshman,0
Raymond,Bradley,M,2020,2239,2020-2239,STB,2024,Freshman,0
Tom,Hamilton,M,2020,2240,2020-2240,STC,2024,Freshman,0
Christopher,Wise,M,2020,2241,2020-2241,STB,2024,Freshman,0
Darrell,Phelps,M,2020,2242,2020-2242,STC,2024,Freshman,0
Troy,Boone,M,2020,2243,2020-2243,STM,2024,Freshman,0
Willie,Rose,M,2020,2244,2020-2244,STC,2024,Freshman,0
Dakota,Salazar,M,2020,2245,2020-2245,STM,2024,Freshman,0
Kevin,Wallace,M,2020,2246,2020-2246,STM,2024,Freshman,0
Timothy,Perez,M,2020,2247,2020-2247,STC,2024,Freshman,0
Jeffrey,Cooke,M,2020,2248,2020-2248,STC,2024,Freshman,0
Joseph,Faulkner,M,2020,2249,2020-2249,STB,2024,Freshman,0
Michael,Martin,M,2020,2250,2020-2250,STL,2024,Freshman,0
John,Johnson,M,2020,2251,2020-2251,STL,2024,Freshman,0
Roger,Hale,M,2020,2252,2020-2252,STL,2024,Freshman,0
Jackson,Williamson,M,2020,2253,2020-2253,STM,2024,Freshman,0
Johnny,Scott,M,2020,2254,2020-2254,STB,2024,Freshman,0
John,Davenport,M,2020,2255,2020-2255,STL,2024,Freshman,0
John,Hale,M,2020,2256,2020-2256,STC,2024,Freshman,0
Nicholas,Ward,M,2020,2257,2020-2257,STC,2024,Freshman,0
Kevin,Franco,M,2020,2258,2020-2258,STM,2024,Freshman,0
James,Gonzalez,M,2020,2259,2020-2259,STC,2024,Freshman,0
Joseph,Shaffer,M,2020,2260,2020-2260,STM,2024,Freshman,0
Anthony,Howell,M,2020,2261,2020-2261,STC,2024,Freshman,0
Ronald,Miller,M,2020,2262,2020-2262,STB,2024,Freshman,0
Craig,Howard,M,2020,2263,2020-2263,STC,2024,Freshman,0
Brent,Clarke,M,2020,2264,2020-2264,STM,2024,Freshman,0
Joshua,Potts,M,2020,2265,2020-2265,STM,2024,Freshman,0
Thomas,Williams,M,2020,2266,2020-2266,STM,2024,Freshman,0
Jason,Hayes,M,2020,2267,2020-2267,STC,2024,Freshman,0
Wyatt,King,M,2020,2268,2020-2268,STM,2024,Freshman,0
Michael,Welch,M,2020,2269,2020-2269,STB,2024,Freshman,0
Paul,Durham,M,2020,2270,2020-2270,STC,2024,Freshman,0
Victor,Rubio,M,2020,2271,2020-2271,STL,2024,Freshman,0
Martin,Alvarez,M,2020,2272,2020-2272,STM,2024,Freshman,0
Ricky,Hill,M,2020,2273,2020-2273,STM,2024,Freshman,0
Aaron,Johnson,M,2020,2274,2020-2274,STC,2024,Freshman,0
Kenneth,Carpenter,M,2020,2275,2020-2275,STL,2024,Freshman,0
Ryan,Murphy,M,2020,2276,2020-2276,STM,2024,Freshman,0
Eric,Edwards,M,2020,2277,2020-2277,STM,2024,Freshman,0
William,Clayton,M,2020,2278,2020-2278,STC,2024,Freshman,0
Terry,Hurley,M,2020,2279,2020-2279,STL,2024,Freshman,0
Shawn,Foster,M,2020,2280,2020-2280,STC,2024,Freshman,0
Michael,Carlson,M,2020,2281,2020-2281,STB,2024,Freshman,0
Gregory,Larson,M,2020,2282,2020-2282,STB,2024,Freshman,0
Michael,Brown,M,2020,2283,2020-2283,STM,2024,Freshman,0
Joshua,Ryan,M,2020,2284,2020-2284,STB,2024,Freshman,0
Thomas,Scott,M,2020,2285,2020-2285,STL,2024,Freshman,0
Patrick,Johnson,M,2020,2286,2020-2286,STB,2024,Freshman,0
Gregory,Lawson,M,2020,2287,2020-2287,STC,2024,Freshman,0
Steven,Chavez,M,2020,2288,2020-2288,STL,2024,Freshman,0
John,Marks,M,2020,2289,2020-2289,STB,2024,Freshman,0
Todd,Vincent,M,2020,2290,2020-2290,STL,2024,Freshman,0
Kevin,White,M,2020,2291,2020-2291,STM,2024,Freshman,0
Jason,Ortiz,M,2020,2292,2020-2292,STM,2024,Freshman,0
Jeremy,Perez,M,2020,2293,2020-2293,STM,2024,Freshman,0
Nicholas,Adams,M,2020,2294,2020-2294,STM,2024,Freshman,0
Kevin,Bowman,M,2020,2295,2020-2295,STB,2024,Freshman,0
Jason,Clark,M,2020,2296,2020-2296,STM,2024,Freshman,0
Taylor,Howell,M,2020,2297,2020-2297,STM,2024,Freshman,0
Kyle,Ortiz,M,2020,2298,2020-2298,STM,2024,Freshman,0
Jason,Harper,M,2020,2299,2020-2299,STL,2024,Freshman,0
Casey,Bell,M,2020,2300,2020-2300,STL,2024,Freshman,0
Hector,Matthews,M,2020,2301,2020-2301,STC,2024,Freshman,0
Vincent,Kline,M,2020,2302,2020-2302,STM,2024,Freshman,0
Eric,Glover,M,2020,2303,2020-2303,STC,2024,Freshman,0
Keith,Hayes,M,2020,2304,2020-2304,STB,2024,Freshman,0
Michael,Cox,M,2020,2305,2020-2305,STC,2024,Freshman,0
Jacob,Romero,M,2020,2306,2020-2306,STM,2024,Freshman,0
Christopher,Miller,M,2020,2307,2020-2307,STB,2024,Freshman,0
William,Griffith,M,2020,2308,2020-2308,STM,2024,Freshman,0
Curtis,Turner,M,2020,2309,2020-2309,STB,2024,Freshman,0
Alan,Henderson,M,2020,2310,2020-2310,STM,2024,Freshman,0
Joshua,Thomas,M,2020,2311,2020-2311,STC,2024,Freshman,0
Roy,Brock,M,2020,2312,2020-2312,STM,2024,Freshman,0
Ian,Farley,M,2020,2313,2020-2313,STC,2024,Freshman,0
Jesse,Jones,M,2020,2314,2020-2314,STC,2024,Freshman,0
Juan,Edwards,M,2020,2315,2020-2315,STM,2024,Freshman,0
Danny,Solomon,M,2020,2316,2020-2316,STC,2024,Freshman,0
Terry,Lewis,M,2020,2317,2020-2317,STM,2024,Freshman,0
Colin,Lewis,M,2020,2318,2020-2318,STL,2024,Freshman,0
George,Schultz,M,2020,2319,2020-2319,STM,2024,Freshman,0
Douglas,Wheeler,M,2020,2320,2020-2320,STC,2024,Freshman,0
Scott,King,M,2020,2321,2020-2321,STL,2024,Freshman,0
Philip,Wilson,M,2020,2322,2020-2322,STL,2024,Freshman,0
Eric,Jackson,M,2020,2323,2020-2323,STM,2024,Freshman,0
Joseph,Macdonald,M,2020,2324,2020-2324,STM,2024,Freshman,0
John,Morrison,M,2020,2325,2020-2325,STM,2024,Freshman,0
James,Riley,M,2020,2326,2020-2326,STL,2024,Freshman,0
Richard,Marks,M,2020,2327,2020-2327,STC,2024,Freshman,0
Andrew,Boyd,M,2020,2328,2020-2328,STB,2024,Freshman,0
James,Rodgers,M,2020,2329,2020-2329,STC,2024,Freshman,0
Jacob,Buckley,M,2020,2330,2020-2330,STC,2024,Freshman,0
Joseph,Jones,M,2020,2331,2020-2331,STL,2024,Freshman,0
Marvin,Davis,M,2020,2332,2020-2332,STM,2024,Freshman,0
James,Wood,M,2020,2333,2020-2333,STC,2024,Freshman,0
Victor,Morgan,M,2020,2334,2020-2334,STM,2024,Freshman,0
Theodore,Jones,M,2020,2335,2020-2335,STM,2024,Freshman,0
Craig,Maxwell,M,2020,2336,2020-2336,STC,2024,Freshman,0
Willie,Wright,M,2020,2337,2020-2337,STM,2024,Freshman,0
Michael,Bauer,M,2020,2338,2020-2338,STM,2024,Freshman,0
Jesse,Leonard,M,2020,2339,2020-2339,STM,2024,Freshman,0
Jordan,Dixon,M,2020,2340,2020-2340,STM,2024,Freshman,0
Gregory,Taylor,M,2020,2341,2020-2341,STB,2024,Freshman,0
Timothy,Spencer,M,2020,2342,2020-2342,STM,2024,Freshman,0
Cory,Freeman,M,2020,2343,2020-2343,STC,2024,Freshman,0
John,Garner,M,2020,2344,2020-2344,STM,2024,Freshman,0
Jeffrey,Monroe,M,2020,2345,2020-2345,STM,2024,Freshman,0
Daniel,Singh,M,2020,2346,2020-2346,STM,2024,Freshman,0
Keith,Ward,M,2020,2347,2020-2347,STC,2024,Freshman,0
Patrick,Dodson,M,2020,2348,2020-2348,STB,2024,Freshman,0
Christopher,Sampson,M,2020,2349,2020-2349,STM,2024,Freshman,0
Matthew,Griffin,M,2020,2350,2020-2350,STM,2024,Freshman,0
Lucas,Salas,M,2020,2351,2020-2351,STL,2024,Freshman,0
Patrick,Little,M,2020,2352,2020-2352,STB,2024,Freshman,0
Aaron,Sanchez,M,2020,2353,2020-2353,STC,2024,Freshman,0
Jared,Matthews,M,2020,2354,2020-2354,STM,2024,Freshman,0
Jason,Benson,M,2020,2355,2020-2355,STB,2024,Freshman,0
Timothy,Norman,M,2020,2356,2020-2356,STM,2024,Freshman,0
Daniel,Ramos,M,2020,2357,2020-2357,STC,2024,Freshman,0
Jason,Walker,M,2020,2358,2020-2358,STM,2024,Freshman,0
Jason,Miller,M,2020,2359,2020-2359,STB,2024,Freshman,0
Matthew,Lowery,M,2020,2360,2020-2360,STB,2024,Freshman,0
James,Zuniga,M,2020,2361,2020-2361,STM,2024,Freshman,0
James,Peters,M,2020,2362,2020-2362,STM,2024,Freshman,0
Anthony,Terrell,M,2020,2363,2020-2363,STM,2024,Freshman,0
Jesse,Adams,M,2020,2364,2020-2364,STB,2024,Freshman,0
John,Campbell,M,2020,2365,2020-2365,STC,2024,Freshman,0
Jeffrey,Collins,M,2020,2366,2020-2366,STC,2024,Freshman,0
Kyle,Zimmerman,M,2020,2367,2020-2367,STB,2024,Freshman,0
Bradley,Barnes,M,2020,2368,2020-2368,STB,2024,Freshman,0
Scott,Duke,M,2020,2369,2020-2369,STC,2024,Freshman,0
Jordan,Haas,M,2020,2370,2020-2370,STC,2024,Freshman,0
Troy,Smith,M,2020,2371,2020-2371,STC,2024,Freshman,0
Derrick,Davis,M,2020,2372,2020-2372,STC,2024,Freshman,0
Gary,Gray,M,2020,2373,2020-2373,STM,2024,Freshman,0
Daniel,George,M,2020,2374,2020-2374,STC,2024,Freshman,0
Mark,Aguilar,M,2020,2375,2020-2375,STM,2024,Freshman,0
Alex,Sims,M,2020,2376,2020-2376,STC,2024,Freshman,0
Kyle,Paul,M,2020,2377,2020-2377,STC,2024,Freshman,0
Mark,Thompson,M,2020,2378,2020-2378,STB,2024,Freshman,0
Christopher,Webb,M,2020,2379,2020-2379,STM,2024,Freshman,0
Fernando,Zimmerman,M,2020,2380,2020-2380,STL,2024,Freshman,0
Kevin,Stephens,M,2020,2381,2020-2381,STL,2024,Freshman,0
Christopher,Nelson,M,2020,2382,2020-2382,STB,2024,Freshman,0
Eric,Cook,M,2020,2383,2020-2383,STC,2024,Freshman,0
Luke,Wallace,M,2020,2384,2020-2384,STC,2024,Freshman,0
David,Martinez,M,2020,2385,2020-2385,STM,2024,Freshman,0
Edward,White,M,2020,2386,2020-2386,STC,2024,Freshman,0
Robert,Joseph,M,2020,2387,2020-2387,STC,2024,Freshman,0
Hayden,Thomas,M,2020,2388,2020-2388,STC,2024,Freshman,0
William,Smith,M,2020,2389,2020-2389,STM,2024,Freshman,0
Matthew,Ferguson,M,2020,2390,2020-2390,STL,2024,Freshman,0
Ronald,Conner,M,2020,2391,2020-2391,STC,2024,Freshman,0
Shawn,Adams,M,2020,2392,2020-2392,STB,2024,Freshman,0
William,Ford,M,2020,2393,2020-2393,STB,2024,Freshman,0
Daniel,Davis,M,2020,2394,2020-2394,STB,2024,Freshman,0
John,Spears,M,2020,2395,2020-2395,STM,2024,Freshman,0
Christopher,Bauer,M,2020,2396,2020-2396,STM,2024,Freshman,0
Tanner,Rogers,M,2020,2397,2020-2397,STB,2024,Freshman,0
Ryan,Jimenez,M,2020,2398,2020-2398,STM,2024,Freshman,0
Daniel,Walsh,M,2020,2399,2020-2399,STB,2024,Freshman,0
Martin,Diaz,M,2020,2400,2020-2400,STB,2024,Freshman,0
Mitchell,Cole,M,2020,2401,2020-2401,STC,2024,Freshman,0
Noah,Gamble,M,2020,2402,2020-2402,STC,2024,Freshman,0
Eric,Russell,M,2020,2403,2020-2403,STC,2024,Freshman,0
Joshua,Guerrero,M,2020,2404,2020-2404,STB,2024,Freshman,0
Michael,Paul,M,2020,2405,2020-2405,STL,2024,Freshman,0
Eric,Parsons,M,2020,2406,2020-2406,STB,2024,Freshman,0
Jerry,Jones,M,2020,2407,2020-2407,STL,2024,Freshman,0
Jeffrey,Carter,M,2020,2408,2020-2408,STC,2024,Freshman,0
Dean,Hickman,M,2020,2409,2020-2409,STB,2024,Freshman,0
Mike,Cole,M,2020,2410,2020-2410,STL,2024,Freshman,0
Karl,Tate,M,2020,2411,2020-2411,STM,2024,Freshman,0
Vincent,Johnson,M,2020,2412,2020-2412,STM,2024,Freshman,0
Christopher,Nguyen,M,2020,2413,2020-2413,STM,2024,Freshman,0
John,Clay,M,2020,2414,2020-2414,STM,2024,Freshman,0
Timothy,Santiago,M,2020,2415,2020-2415,STC,2024,Freshman,0
William,Roman,M,2020,2416,2020-2416,STC,2024,Freshman,0
Kenneth,Wells,M,2020,2417,2020-2417,STM,2024,Freshman,0
William,Bean,M,2020,2418,2020-2418,STM,2024,Freshman,0
Steven,Rice,M,2020,2419,2020-2419,STB,2024,Freshman,0
Douglas,Hunt,M,2020,2420,2020-2420,STB,2024,Freshman,0
Kevin,Maldonado,M,2020,2421,2020-2421,STM,2024,Freshman,0
Jose,Adams,M,2020,2422,2020-2422,STB,2024,Freshman,0
Luis,Schultz,M,2020,2423,2020-2423,STC,2024,Freshman,0
Dennis,Davis,M,2020,2424,2020-2424,STM,2024,Freshman,0
Benjamin,Williams,M,2020,2425,2020-2425,STM,2024,Freshman,0
Michael,Barber,M,2020,2426,2020-2426,STM,2024,Freshman,0
Ronald,Wilson,M,2020,2427,2020-2427,STM,2024,Freshman,0
Johnny,Garner,M,2020,2428,2020-2428,STC,2024,Freshman,0
Matthew,Oliver,M,2020,2429,2020-2429,STL,2024,Freshman,0
Ronald,Smith,M,2020,2430,2020-2430,STL,2024,Freshman,0
Jason,Randolph,M,2020,2431,2020-2431,STC,2024,Freshman,0
Charles,Cobb,M,2020,2432,2020-2432,STC,2024,Freshman,0
Victor,Vazquez,M,2020,2433,2020-2433,STM,2024,Freshman,0
Dustin,Smith,M,2020,2434,2020-2434,STB,2024,Freshman,0
Samuel,Jones,M,2020,2435,2020-2435,STB,2024,Freshman,0
David,Knight,M,2020,2436,2020-2436,STB,2024,Freshman,0
Robert,Morgan,M,2020,2437,2020-2437,STM,2024,Freshman,0
Christian,Lee,M,2020,2438,2020-2438,STC,2024,Freshman,0
Benjamin,Wiggins,M,2020,2439,2020-2439,STL,2024,Freshman,0
Justin,Velez,M,2020,2440,2020-2440,STB,2024,Freshman,0
Todd,Williams,M,2020,2441,2020-2441,STB,2024,Freshman,0
Ronald,Brown,M,2020,2442,2020-2442,STM,2024,Freshman,0
Richard,Michael,M,2020,2443,2020-2443,STC,2024,Freshman,0
Paul,Jackson,M,2020,2444,2020-2444,STM,2024,Freshman,0
Nicholas,Mendoza,M,2020,2445,2020-2445,STL,2024,Freshman,0
Joshua,Garcia,M,2020,2446,2020-2446,STM,2024,Freshman,0
Kevin,Patel,M,2020,2447,2020-2447,STC,2024,Freshman,0
Michael,Evans,M,2020,2448,2020-2448,STL,2024,Freshman,0
Mark,Montgomery,M,2020,2449,2020-2449,STB,2024,Freshman,0
Jim,Holland,M,2020,2450,2020-2450,STC,2024,Freshman,0
Jason,Hudson,M,2020,2451,2020-2451,STC,2024,Freshman,0
Samuel,Pearson,M,2020,2452,2020-2452,STB,2024,Freshman,0
Justin,Garcia,M,2020,2453,2020-2453,STL,2024,Freshman,0
Brandon,Williams,M,2020,2454,2020-2454,STM,2024,Freshman,0
Joseph,Ortiz,M,2020,2455,2020-2455,STB,2024,Freshman,0
Ruben,Herman,M,2020,2456,2020-2456,STC,2024,Freshman,0
Randy,Noble,M,2020,2457,2020-2457,STM,2024,Freshman,0
Charles,Carpenter,M,2020,2458,2020-2458,STB,2024,Freshman,0
Matthew,Taylor,M,2020,2459,2020-2459,STM,2024,Freshman,0
Sean,Malone,M,2020,2460,2020-2460,STL,2024,Freshman,0
Alex,Bailey,M,2020,2461,2020-2461,STC,2024,Freshman,0
Robert,Rogers,M,2020,2462,2020-2462,STC,2024,Freshman,0
Jeremy,Stanley,M,2020,2463,2020-2463,STB,2024,Freshman,0
Shane,Gaines,M,2020,2464,2020-2464,STM,2024,Freshman,0
Isaiah,Shaffer,M,2020,2465,2020-2465,STC,2024,Freshman,0
Jeffrey,Clark,M,2020,2466,2020-2466,STB,2024,Freshman,0
Joseph,Sandoval,M,2020,2467,2020-2467,STL,2024,Freshman,0
Brent,Brooks,M,2020,2468,2020-2468,STB,2024,Freshman,0
Jerry,Johnson,M,2020,2469,2020-2469,STC,2024,Freshman,0
Joel,Thompson,M,2020,2470,2020-2470,STM,2024,Freshman,0
Samuel,Thomas,M,2020,2471,2020-2471,STB,2024,Freshman,0
Paul,Carter,M,2020,2472,2020-2472,STL,2024,Freshman,0
Daniel,Griffith,M,2020,2473,2020-2473,STC,2024,Freshman,0
Timothy,Chen,M,2020,2474,2020-2474,STB,2024,Freshman,0
Brian,Johnson,M,2020,2475,2020-2475,STM,2024,Freshman,0
Jeremy,Olson,M,2020,2476,2020-2476,STC,2024,Freshman,0
Michael,Sanders,M,2020,2477,2020-2477,STC,2024,Freshman,0
Carlos,Taylor,M,2020,2478,2020-2478,STC,2024,Freshman,0
Martin,Brown,M,2020,2479,2020-2479,STC,2024,Freshman,0
John,Humphrey,M,2020,2480,2020-2480,STC,2024,Freshman,0
Steven,Hughes,M,2020,2481,2020-2481,STM,2024,Freshman,0
Joseph,Clay,M,2020,2482,2020-2482,STC,2024,Freshman,0
Kevin,Ford,M,2020,2483,2020-2483,STB,2024,Freshman,0
Larry,Murillo,M,2020,2484,2020-2484,STB,2024,Freshman,0
Aaron,Jackson,M,2020,2485,2020-2485,STL,2024,Freshman,0
Cameron,Hill,M,2020,2486,2020-2486,STB,2024,Freshman,0
